id,Name,Date,Amount,
,MCC PG CN XII,31/05/1990,12099079.00,
,AMRO BANK GL II (EIB + EIB/SME B),31/05/1990,21704592.00,
,ISVEIMER PG MEZZOGIORNO XVI,31/05/1990,6646020.00,
,ISVEIMER PG MEZZOGIORNO XVI,31/05/1990,6646020.00,
,MCC PG CN XIII (BEI/PMIB),31/05/1990,18399506.00,
,MUNICIPAL INFRA GLOBAL LOAN,31/05/1990,28304706.00,
,GENERALE DE BANQUE GL,31/05/1990,23633566.00,
,INTERPORTO ORBASSANO II/FIO,31/05/1990,6646020.00,
,CGD GLOBAL LOAN VII,31/05/1990,7608792.00,
,CGD GLOBAL LOAN VII,31/05/1990,22826376.00,
,ESBJERG SEWAGE,31/05/1990,8967461.00,
,PEMBROKE DESALINATION PLANT,31/05/1990,10000000.00,
,AGROINDUSTRIA PG CN III -BEI/PMIB,30/05/1990,1819348.00,
,AGROINDUSTRIA PG CN III -BEI/PMIB,30/05/1990,1819348.00,
,AER LINGUS FLEET,30/05/1990,23200510.00,
,ASSAINISSEMENT,22/05/1990,11000000.00,
,FERRARA TRENTO/FIO,21/05/1990,6646020.00,
,BLANTYRE WATER SUPPLY,17/05/1990,1000000.00,
,BLANTYRE WATER SUPPLY,17/05/1990,1500000.00,
,MC LOMBARDO PG CN IV - BEI/PMI B,16/05/1990,6646020.00,
,MC LOMBARDO PG CN IV - BEI/PMI B,16/05/1990,6646020.00,
,NATURGAS MIDT/NORD,15/05/1990,29568921.00,
,NATURGAS MIDT/NORD,15/05/1990,33730464.00,
,EFACEC (GL.AUT.IV),15/05/1990,3320200.00,
,EFACEC (GL.AUT.IV),15/05/1990,1604763.00,
,ACQUE PIEMONTE II/FIO,15/05/1990,33230098.00,
,KFW GL II,08/05/1990,24694014.00,
,KFW GL II,08/05/1990,24694014.00,
,AXAMUR II PG (BEI/PME B),08/05/1990,14543106.00,
,INFRASTRUTTURE LAZIO II/FIO,08/05/1990,5981418.00,
,CENTROBANCA PG CN V BEI/PMIB,07/05/1990,4984515.00,
,CENTROBANCA PG CN V BEI/PMIB,07/05/1990,4984514.00,
,IBERIA RENOVACION FLOTA 2,07/05/1990,76332964.00,
,IBERIA RENOVACION FLOTA 2,07/05/1990,103049502.00,
,IBERIA RENOVACION FLOTA 2,07/05/1990,76332964.00,
,IBERIA RENOVACION FLOTA 2,07/05/1990,64883020.00,
,REPSOL PETROLEO REFINERIAS,07/05/1990,68699668.00,
,JAGUAR CARS,07/05/1990,33674455.00,
,BANCO DI NAPOLI PG MG VI,04/05/1990,8307525.00,
,BANCO DI NAPOLI PG MG VI,04/05/1990,8307525.00,
,NORTH WEST WATER X,03/05/1990,108923563.00,
,IMI PG TECNOLOGIE AVANZATE IV,02/05/1990,7765209.00,
,IMI PG TECNOLOGIE AVANZATE IV,02/05/1990,7765209.00,
,BRUHL FOUNDRIES TIPTON AND LEEDS,30/04/1990,14976990.00,
,BBV PG PYME I,27/04/1990,76332964.00,
,INFRASTRUTTURE TARANTO/FIO,26/04/1990,23261069.00,
,CLF DOM PG,24/04/1990,58172426.00,
,CLF LORRAINE PG,24/04/1990,43629319.00,
,CNA/SANEF A26-SUD,23/04/1990,31994834.00,
,BAA GLASGOW AIRPORT,23/04/1990,54461781.00,
,CNA/ESCOTA A 51,23/04/1990,50900873.00,
,CNA-SANEF/AUTOROUTE A26,23/04/1990,14543106.00,
,CNA/ESCOTA A57,23/04/1990,29086213.00,
,FLOVETRO SAN SALVO II,19/04/1990,3256550.00,
,CUC II,18/04/1990,3000000.00,
,AMBIENTE LOMBARDIA/FIO,12/04/1990,36553108.00,
,AMBIENTE BASILICATA-CALABRIA/FIO,11/04/1990,2658408.00,
,PORTI ABRUZZO/FIO,11/04/1990,7310622.00,
,DISINQUINAMENTO PO IV/FIO,10/04/1990,29907089.00,
,KLM LONG RANGE FLEET 1&2,10/04/1990,44536694.00,
,AGRITRANS,09/04/1990,500.00,
,BNL PG MEZZOGIORNO X,06/04/1990,4984515.00,
,BNL PG MEZZOGIORNO X,06/04/1990,4984515.00,
,BNL PG CN VII BEI/PMIB,06/04/1990,8307525.00,
,BNL PG CN VII BEI/PMIB,06/04/1990,8307525.00,
,SWWA SOUTH WEST VI/PE,05/04/1990,20423168.00,
,DISINQUINAMENTO PO IV/FIO,05/04/1990,23261069.00,
,ATI MEZZOGIORNO II,05/04/1990,20714741.00,
,ATI MEZZOGIORNO II,05/04/1990,20714741.00,
,TDBJ,05/04/1990,1000000.00,
,INFRASTRUTTURE MEZZOGIORNO II/FIO,04/04/1990,4984515.00,
,TECNOL.SERVIZI AVANZATI/FIO,04/04/1990,6646020.00,
,NIB GL II (EIB/SME B),03/04/1990,43409184.00,
,IRFIS PG X,30/03/1990,9884353.00,
,IRFIS PG X,30/03/1990,9884353.00,
,FERRARA TRENTO/FIO,30/03/1990,3294784.00,
,INMARSAT,30/03/1990,52505240.00,
,NORTH WEST WATER IX,29/03/1990,67314411.00,
,BFCM PG II (BEI/PME B),27/03/1990,57799960.00,
,AGROINDUSTRIA PG CN III -BEI/PMIB,26/03/1990,1490890.00,
,AGROINDUSTRIA PG CN III -BEI/PMIB,26/03/1990,1490890.00,
,IMI PG TECNOLOGIE AVANZATE IV,26/03/1990,6928602.00,
,IMI PG TECNOLOGIE AVANZATE IV,26/03/1990,6928602.00,
,BPI GLOBAL LOAN VII,23/03/1990,7261353.00,
,CERESTAR UK GLUCOSE,23/03/1990,7404585.00,
,CABLE & WIRELESS MERCURY,23/03/1990,148091704.00,
,ZANUSSI PORDENONE,22/03/1990,19768706.00,
,ZANUSSI PORDENONE,22/03/1990,19768706.00,
,COGENERAZIONE SAMPIERDARENA,22/03/1990,7578004.00,
,COGENERAZIONE SAMPIERDARENA,22/03/1990,7578004.00,
,TYR II/A,21/03/1990,2000000.00,
,TYH VI/A,21/03/1990,25000000.00,
,TYH VI/A,21/03/1990,40000000.00,
,TYH VI/A,21/03/1990,15000000.00,
,BARILLA PARMA,20/03/1990,13179137.00,
,BARILLA PARMA,20/03/1990,13179137.00,
,ENEL LA SPEZIA,19/03/1990,19995401.00,
,AMADEUS,16/03/1990,13654861.00,
,AMBIENTE SARDEGNA SICILIA/FIO,16/03/1990,9884353.00,
,AMADEUS,16/03/1990,16345139.00,
,PPC TRANSMISSION LINES,16/03/1990,18588644.00,
,ETBA GL VII,16/03/1990,26555206.00,
,SOPORCEL FOREST & PAPER,15/03/1990,18000000.00,
,PROTEZIONE AMBIENTE LIGURIA/FIO,15/03/1990,16473922.00,
,KORINTHOS-TRIPOLI ROAD 1,2&3 (EIB/ED),15/03/1990,13277603.00,
,PRODAIR STRASBOURG,15/03/1990,18495987.00,
,MCC PG CN XII,14/03/1990,4520444.00,
,MCC PG MZG VI,14/03/1990,11313631.00,
,MCC PG CN XIII (BEI/PMIB),14/03/1990,7069948.00,
,FIH GL VII,14/03/1990,22482716.00,
,BANESTO PG PYME IV,14/03/1990,76301513.00,
,IRISH ROADS X,13/03/1990,12221633.00,
,IRISH INFRASTRUCTURE FRAMEWORK,13/03/1990,31919264.00,
,TECNOL.SERVIZI AVANZATI/FIO,13/03/1990,9884353.00,
,DUNDALK WATER SUPPLY,13/03/1990,6240834.00,
,ATHLONE BY-PASS 2,13/03/1990,4550608.00,
,ATI MEZZOGIORNO II,12/03/1990,25062866.00,
,ATI MEZZOGIORNO II,12/03/1990,25062866.00,
,LONDON DOCKLANDS RAILWAY EXTENSION,12/03/1990,33657205.00,
,LONDON DOCKLANDS RAILWAY EXTENSION,12/03/1990,33657205.00,
,LONDON DOCKLANDS RAILWAY EXTENSION,12/03/1990,269257643.00,
,IMI PG MEZZOGIORNO X,12/03/1990,16473922.00,
,IMI PG MEZZOGIORNO X,12/03/1990,16473922.00,
,IKB GL VI,09/03/1990,27673260.00,
,PARIBAS BELGIQUE PG II (BEI/PMEB),08/03/1990,11739294.00,
,ISVEIMER PG MEZZOGIORNO XVI,07/03/1990,6589569.00,
,ISVEIMER PG MEZZOGIORNO XVI,07/03/1990,6589569.00,
,KLM LONG RANGE FLEET 1&2,06/03/1990,54302876.00,
,YWA YORKSHIRE VIII,05/03/1990,28945197.00,
,BNL PG EN/AMB/TA III,05/03/1990,12974861.00,
,BNL PG EN/AMB/TA III,05/03/1990,7212283.00,
,BNL PG EN/AMB/TA III,05/03/1990,5693387.00,
,BNL PG EN/AMB/TA III,05/03/1990,5156338.00,
,BNL PG ENERGIA AMBIENTE CN II,05/03/1990,4596224.00,
,BNL PG ENERGIA AMBIENTE CN II,05/03/1990,3083918.00,
,YORKSHIRE WATER IX,05/03/1990,40388646.00,
,IKB GL VI,02/03/1990,1036599.00,
,SNAM GASDOTTI CENTRO NORD III,26/02/1990,32947844.00,
,SNAM GASDOTTI CENTRO NORD III,26/02/1990,32947844.00,
,AMADEUS,23/02/1990,46345139.00,
,WESTLB GL V,22/02/1990,37053139.00,
,UNICEM II,21/02/1990,6589569.00,
,UNICEM II,21/02/1990,6589569.00,
,BMW FIZ,21/02/1990,74106278.00,
,EFIBANCA PG CN IV,21/02/1990,3294784.00,
,EFIBANCA PG CN IV,21/02/1990,3294784.00,
,SAN PAOLO PG CN IV BEI/PMI B,20/02/1990,3294784.00,
,SAN PAOLO PG CN IV BEI/PMI B,20/02/1990,3294784.00,
,DISINQUINAMENTO LAGHI NORD/FIO,20/02/1990,5271655.00,
,SAN PAOLO PG CENTRO NORD II (MULTI),20/02/1990,7913084.00,
,SAN PAOLO PG CENTRO NORD II (MULTI),20/02/1990,3391322.00,
,DTA UMWELT GL II,19/02/1990,24702093.00,
,TELEFONICA DE ESPANA 3,19/02/1990,400582944.00,
,INFRASTRUTTURE MOLISE/FIO,16/02/1990,7248526.00,
,AMBIENTE MOLISE/FIO,16/02/1990,6589569.00,
,METANO CITTA II,16/02/1990,11531745.00,
,METANO CITTA II,16/02/1990,11531745.00,
,DISINQUINAMENTO LAGHI NORD/FIO,16/02/1990,4612698.00,
,AREA SCIENTIFICA TRIESTE/FIO,16/02/1990,2635827.00,
,FORESTAZ.VALLE STURA/FIO,15/02/1990,1976871.00,
,AMBIENTE CENTRO NORD/FIO,13/02/1990,1976871.00,
,AER LINGUS FLEET,12/02/1990,12113719.00,
,SW DUSSELDORF DENOX 1&2,12/02/1990,6422544.00,
,WESTLB GL V,12/02/1990,43972689.00,
,DISINQUINAMENTO LAGHI NORD/FIO,09/02/1990,6589569.00,
,PRAOIL PRIOLO,09/02/1990,16473922.00,
,PRAOIL PRIOLO,09/02/1990,3294784.00,
,AMBIENTE VENETO/FIO,09/02/1990,19768706.00,
,ZAMBON CENTRO RICERCA,09/02/1990,6589569.00,
,RESEAU ASSAINISSEMENT EAUX USEES ABIDJ,07/02/1990,16000000.00,
,EECI IV,07/02/1990,30000000.00,
,MONARCH AIRLINES,02/02/1990,31746297.00,
,IMI PG CENTRO NORD X (MULTI),02/02/1990,13179137.00,
,IMI PG CENTRO NORD X (MULTI),02/02/1990,13179137.00,
,ICONA -INSTITUTO PARA LA CONSERVACION,02/02/1990,83931664.00,
,AUTOSTRADA ROMA NAPOLI III,02/02/1990,16473922.00,
,AUTOSTRADA ROMA NAPOLI III,02/02/1990,16473922.00,
,EURODIF MOCA,01/02/1990,36124975.00,
,BTP FINANCE PG II,01/02/1990,21674985.00,
,BTP FINANCE PG II,01/02/1990,7224995.00,
,DFCU - IND. SECTOR REHABILITATION,01/02/1990,2000000.00,
,GENERALE DE BANQUE GL,29/01/1990,23478588.00,
,NIDB III,29/01/1990,50000000.00,
,AGIP PORTO CORSINI OVEST,25/01/1990,39537412.00,
,AGIP VILLAFORTUNA TRECATE,25/01/1990,42832197.00,
,ENEL RETI PUGLIA E SICILIA III,25/01/1990,65895687.00,
,ENEL CAMPANIA BASILICATA,25/01/1990,98843531.00,
,ROSPO MARE III/ELF,24/01/1990,4612698.00,
,ROSPO MARE III/ELF,24/01/1990,1976871.00,
,SIP MEZZOGIORNO VI,24/01/1990,19768706.00,
,SIP MEZZOGIORNO VI,23/01/1990,19768706.00,
,SIP MEZZOGIORNO VI,23/01/1990,184507924.00,
,SONAE RESINS MAIA (AUT. GLOB.III),23/01/1990,1117131.00,
,SONAE RESINS MAIA (AUT. GLOB.III),23/01/1990,1117131.00,
,SCOTT PESCARA,22/01/1990,23063490.00,
,SIP MEZZOGIORNO VI,22/01/1990,98843531.00,
,SIP MEZZOGIORNO VI,22/01/1990,13179137.00,
,SIP MEZZOGIORNO VI,22/01/1990,32947844.00,
,DIFESA PO-LIVENZA/FIO,19/01/1990,9884353.00,
,SW DUSSELDORF DENOX 1&2,19/01/1990,9386795.00,
,WESTLB GL V,19/01/1990,40704108.00,
,AMADEUS,18/01/1990,41100000.00,
,BNL PG TECNOLOGIA AVANZATA II,18/01/1990,6589569.00,
,DSM DYNEEMA HEERLEN,18/01/1990,13123245.00,
,EURO DISNEYLAND (ACCORD CADRE),16/01/1990,10837493.00,
,FARMITALIA NERVIANO/ASCOLI,15/01/1990,9225396.00,
,FARMITALIA NERVIANO/ASCOLI,15/01/1990,3953741.00,
,PECHERIES DE NOSSI-BE II A,09/01/1990,395437.00,
,PECHERIES DE NOSSI-BE II A,09/01/1990,1800000.00,
,PECHERIES DE NOSSI-BE II A,09/01/1990,1000000.00,
,BFG GL UMWELT/ENERGIE,05/01/1990,30041203.00,
,ROACH FOODS(GLOB.AUT.III),04/01/1990,7404585.00,
,WESTLB NRW STRASSEN II,02/01/1990,24560303.00,
,AMADEUS,02/01/1990,50000000.00,
,PPC MEGALOPOLI,29/12/1989,82796079.00,
,SLUMBERLAND SALMON FIELDS (G.AUT.III),22/12/1989,5141260.00,
,YWA YORKSHIRE VIII,21/12/1989,29378627.00,
,WESSEX WATER III,21/12/1989,36723284.00,
,BNDE IV PG,21/12/1989,4000000.00,
,YWA - YORKSHIRE VII,21/12/1989,30847559.00,
,THAMES WATER,21/12/1989,110169853.00,
,SAFEWAY - BELLSHILL,21/12/1989,36723284.00,
,AWA ANGLIA IV,21/12/1989,22033971.00,
,SONY DAX,21/12/1989,28564899.00,
,SONY DAX,21/12/1989,7141225.00,
,SEVERN TRENT WATER IV,21/12/1989,146893137.00,
,WWA WESSEX ENVIRONMENT II,21/12/1989,55819392.00,
,TTDFC V A,20/12/1989,390.53,
,TTDFC V A,20/12/1989,2500000.00,
,TTDFC V B GLOBAL LOAN,20/12/1989,12000000.00,
,IRISH TELECOMMUNICATIONS XI,19/12/1989,12909589.00,
,BNP GLOBAL LOAN,19/12/1989,13799346.00,
,NOB II,19/12/1989,3000000.00,
,CERESTAR UK GLUCOSE,18/12/1989,4113008.00,
,TRIODOS WINDPARKEN ZEELAND (AUT.GL.NIC,18/12/1989,3218221.00,
,UNITED BISCUITS,15/12/1989,14689314.00,
,IMI PG TECNOLOGIE AVANZATE IV,14/12/1989,8549859.00,
,IMI PG TECNOLOGIE AVANZATE IV,14/12/1989,4391903.00,
,SAN PAOLO PG MEZZOGIORNO II,14/12/1989,4645761.00,
,SAN PAOLO PG MEZZOGIORNO II,14/12/1989,1991040.00,
,ITALGAS METANIZZAZIONE NORD II,14/12/1989,19910403.00,
,ITALGAS METANIZZAZIONE NORD II,14/12/1989,19910403.00,
,BESCL GLOBAL LOAN I,14/12/1989,8580450.00,
,CREDIOP PG CN II BEI/PMIB,14/12/1989,6636801.00,
,CREDIOP PG CN II BEI/PMIB,14/12/1989,6636801.00,
,IBIS HOTELS,14/12/1989,6006315.00,
,IBIS HOTELS,14/12/1989,6006315.00,
,IMI PG CN XI - BEI/PME B,14/12/1989,9955202.00,
,IMI PG CN XI - BEI/PME B,14/12/1989,9955202.00,
,SLOUGH HEAT AND POWER,14/12/1989,22033971.00,
,ALGEMENE BANK NEDERLAND GL,14/12/1989,25000000.00,
,ISVEIMER PG MEZZOGIORNO XVI,13/12/1989,16592003.00,
,ISVEIMER PG MEZZOGIORNO XVI,13/12/1989,16592003.00,
,MCC PG CN XII,12/12/1989,19519496.00,
,MCC PG MZG VI,12/12/1989,5199270.00,
,SOPORCEL FOREST & PAPER,12/12/1989,15000000.00,
,SOPORCEL FOREST & PAPER,12/12/1989,15000000.00,
,TRANSPORT AZORES II,12/12/1989,3432180.00,
,TRANSPORT AZORES II,12/12/1989,19449021.00,
,MCC PG CN XIII (BEI/PMIB),12/12/1989,11344948.00,
,JAE ESTRADAS VII,12/12/1989,11097382.00,
,DSB ELECTRIFICATION II,12/12/1989,98203710.00,
,FIAT CASSINO III,11/12/1989,2986560.00,
,FIAT CASSINO III,11/12/1989,6968641.00,
,FIAT CASSINO III,11/12/1989,16260163.00,
,FIAT CASSINO III,11/12/1989,6968641.00,
,IRISH WATER FRAMEWORK III,11/12/1989,6196603.00,
,SAN PAOLO PG CN IV BEI/PMI B,11/12/1989,6636801.00,
,SAN PAOLO PG CN IV BEI/PMI B,11/12/1989,6636801.00,
,UCD ENGINEERING SCHOOL,11/12/1989,13813260.00,
,DSM DYNEEMA HEERLEN,11/12/1989,8581923.00,
,IRISH ROADS - FRAMEWORK III,11/12/1989,9682192.00,
,DUNDALK WATER SUPPLY,11/12/1989,9036712.00,
,SNCF TGV ATLANTIQUE 2,11/12/1989,102048103.00,
,BURRENDALE HOTEL(GL.AUT.III),11/12/1989,1468931.00,
,REHABILITATION DISTRIBUTION ELECTR. A,08/12/1989,4000000.00,
,REHABILITATION DISTRIBUTION ELECTR. A,08/12/1989,6000000.00,
,AGROINDUSTRIA PG CN III -BEI/PMIB,07/12/1989,1659200.00,
,AGROINDUSTRIA PG CN III -BEI/PMIB,07/12/1989,1189315.00,
,AGROINDUSTRIA PG CN III -BEI/PMIB,07/12/1989,1189315.00,
,AGROINDUSTRIA PG CN III -BEI/PMIB,07/12/1989,1659200.00,
,CENTROBANCA PG CN V BEI/PMIB,06/12/1989,4977601.00,
,CENTROBANCA PG CN V BEI/PMIB,06/12/1989,4977601.00,
,EURODIF MOCA,05/12/1989,35706124.00,
,METROPOLITANA NAPOLI/FIO,05/12/1989,26547204.00,
,MCC PG CN X (BEI 750M),05/12/1989,3260660.00,
,MCC PG MZG V,05/12/1989,3964825.00,
,VAL TOULOUSE,04/12/1989,28564899.00,
,VAL TOULOUSE,04/12/1989,42847349.00,
,MC LOMBARDO PG CN III,04/12/1989,3982081.00,
,MC LOMBARDO PG CN III,04/12/1989,9291521.00,
,IVECO VEICOLI INDUSTRIALI,04/12/1989,23228804.00,
,INTERBANCA PG CN IV (MULTI),04/12/1989,6636801.00,
,INTERBANCA PG CN IV (MULTI),04/12/1989,6636801.00,
,CODETEL TELECOM,04/12/1989,28564899.00,
,BATIROC PG II,01/12/1989,28564899.00,
,BATIROC PG II,01/12/1989,28564899.00,
,BARCLAYS BANK GL III / NIC,30/11/1989,29378627.00,
,FORESTA.DURCI SARDEGNA/FIO,30/11/1989,3982081.00,
,BARCLAYS BANK GL III,30/11/1989,44067941.00,
,INTERBANCA PG CN V BEI/PMI B,30/11/1989,3650241.00,
,INTERBANCA PG CN V BEI/PMI B,30/11/1989,3650241.00,
,BNL PG CN VI,29/11/1989,4977601.00,
,BNL PG CN VI,29/11/1989,4977601.00,
,BNL PG MEZZOGIORNO IX,29/11/1989,2986560.00,
,BNL PG MEZZOGIORNO IX,29/11/1989,6968641.00,
,THESSALONIKI ROADS,29/11/1989,5519739.00,
,SIP MEZZOGIORNO VI,29/11/1989,13273602.00,
,DANISH MOTORWAYS,29/11/1989,48253611.00,
,BNL PG ENERGIA AMBIENTE MZG II,29/11/1989,5574913.00,
,BNL PG ENERGIA AMBIENTE MZG II,29/11/1989,2389248.00,
,GREATER ATHENS AND ATTICA ROADS,29/11/1989,4691778.00,
,INFRAESTRUCTURA CASTILLA-LEON,29/11/1989,19061125.00,
,BNL PG CN VII BEI/PMIB,29/11/1989,4977601.00,
,BNL PG CN VII BEI/PMIB,29/11/1989,4977601.00,
,ELEKTROMARK DENOX,28/11/1989,12115632.00,
,IVIM PESCIA,28/11/1989,6636801.00,
,IVIM PESCIA,28/11/1989,6636801.00,
,PILKINGTON GLASS,28/11/1989,58757255.00,
,SALZGITTER ELEKTRONIK,28/11/1989,7269379.00,
,SIP MEZZOGIORNO VI,27/11/1989,13273602.00,
,OSE RAILWAY ROLLING STOCK,27/11/1989,15179281.00,
,ALEXANDRIA TYRE FACTORY,27/11/1989,25000000.00,
,LUFTHANSA NORDERSTEDT,27/11/1989,5815503.00,
,NUBARIYA IRRIGATION,26/11/1989,35000000.00,
,KOMMUNEKREDIT GL I,24/11/1989,1553561.00,
,AMBIENTE CENTRO NORD/FIO,23/11/1989,6636801.00,
,STADCO (GLOB. AUT. II/BEI 750 M),23/11/1989,4333348.00,
,ACQUE VENETO/FIO,23/11/1989,13273602.00,
,CABLE AND WIRELESS PTAT-1,23/11/1989,90479723.00,
,ISTITUTO NAZ.TUMORI/FIO,22/11/1989,9291521.00,
,SPINTEX,22/11/1989,4000000.00,
,KFW GL II,21/11/1989,48462526.00,
,EFIBANCA PG CN V - BEI PMI B,21/11/1989,3318401.00,
,EFIBANCA PG CN V - BEI PMI B,21/11/1989,3318401.00,
,EFIBANCA PG CN IV,21/11/1989,1659200.00,
,EFIBANCA PG CN IV,21/11/1989,1659200.00,
,IDBI GLOBAL LOAN V,21/11/1989,23000000.00,
,CADBURY SCHWEPPES,21/11/1989,73446568.00,
,WYTCH FARM OILFIELD,20/11/1989,49356094.00,
,PALL NEWQUAY (GLOB AUT.II/III),20/11/1989,8769520.00,
,DTA UMWELT GL II,20/11/1989,24231263.00,
,I.Z.S. VENEZIE/FIO-PE,20/11/1989,6636801.00,
,INFRASTRUTTURE MEZZOGIORNO II/FIO,17/11/1989,3318401.00,
,OTB,17/11/1989,2500000.00,
,BREMLB GL INFRA/UMWELT/ENERGIE,17/11/1989,4846253.00,
,BREMLB GL INFRA/UMWELT/ENERGIE,17/11/1989,14538758.00,
,CLF MIDI-PYRENEES PG II,17/11/1989,57129799.00,
,CLF PACA-CORSE PG II,17/11/1989,78553473.00,
,LOCAMUR - SOFIGROS PG II,17/11/1989,10711837.00,
,SODIGAS II,16/11/1989,13937282.00,
,SODIGAS II,16/11/1989,2654720.00,
,BANQUE CALEDONIENNE D'INVESTISSEMENT,15/11/1989,3000000.00,
,INFRAESTRUCTURA CA DE VALENCIA,15/11/1989,9149340.00,
,IVECO VEICOLI INDUSTRIALI,13/11/1989,9955202.00,
,IKB GL VI,09/11/1989,2813250.00,
,DISINQUINAMENTO GORZONE II/FIO,08/11/1989,6636801.00,
,DIFESA TORRENTE CORDEVOLE/FIO,08/11/1989,2986560.00,
,IRISH GAS TRANSMISSION,08/11/1989,2581918.00,
,CAMINHOS DE FERRO PORTUGUESES II,07/11/1989,34321801.00,
,PORTUGAL PG IV - PEDIP,07/11/1989,40042101.00,
,COMAU TORINO,06/11/1989,8296001.00,
,COMAU TORINO,06/11/1989,8296001.00,
,IKB GL V BEI/PMEB,06/11/1989,1107369.00,
,AGROINDUSTRIA PG CN III -BEI/PMIB,03/11/1989,3788286.00,
,AGROINDUSTRIA PG CN III -BEI/PMIB,03/11/1989,2734694.00,
,AGROINDUSTRIA PG CN III -BEI/PMIB,03/11/1989,1053592.00,
,KALAMATA RECONSTRUCTION,03/11/1989,7250000.00,
,PROTEZIONE AMBIENTE FRIULI/FIO,03/11/1989,9955202.00,
,PPC SOUTHFIELD LIGNITE MINE,02/11/1989,55197386.00,
,AMBIENTE TOSCANA/FIO,31/10/1989,13273602.00,
,DISINQUINAMENTO ARNO/FIO,31/10/1989,16592003.00,
,SAN PAOLO PG CENTRO NORD II (MULTI),31/10/1989,5206570.00,
,INFRASTRUTTURE IDRICHE SARDEGNA/FIO,30/10/1989,3982081.00,
,BANCO PORTUGUES DO ATLANTICO PG,30/10/1989,8580450.00,
,BANCO TOTTA & ACORES PG I,30/10/1989,8580450.00,
,ENEL RETI PUGLIA E SICILIA III,30/10/1989,46457607.00,
,ENEL RETI PUGLIA E SICILIA III,30/10/1989,19910403.00,
,IPOCORK (AUT.GLOB.III),30/10/1989,2860150.00,
,IPOCORK (AUT.GLOB.III),30/10/1989,2860150.00,
,BFN PG VI,30/10/1989,29267916.00,
,BVI PORT DEVELOPMENT,30/10/1989,3000000.00,
,DBVI,30/10/1989,1000000.00,
,ADDUCTION D'EAU DE CONAKRY,27/10/1989,6000000.00,
,KALAMATA RECONSTRUCTION,27/10/1989,16559216.00,
,OPTB,27/10/1989,7000000.00,
,STEE II,27/10/1989,6000000.00,
,PAPETERIE BEGHIN-CORBEHEM,26/10/1989,57129799.00,
,PAPETERIE BEGHIN-CORBEHEM,26/10/1989,49988574.00,
,LNDC INDUSTRIAL ESTATES,26/10/1989,3000000.00,
,TYR II/A,25/10/1989,6000000.00,
,TYR II/A,25/10/1989,18000000.00,
,CERESTAR UK GLUCOSE,23/10/1989,3966115.00,
,BARILLA PARMA,23/10/1989,16592003.00,
,BARILLA PARMA,23/10/1989,16592003.00,
,RISANAMENTO TEVERE II/FIO,23/10/1989,6636801.00,
,PARIBAS BELGIQUE PG II (BEI/PMEB),20/10/1989,11534850.00,
,SIP MEZZOGIORNO VI,20/10/1989,33184005.00,
,SIP MEZZOGIORNO VI,20/10/1989,46457607.00,
,SIP MEZZOGIORNO VI,20/10/1989,33184005.00,
,BNL PG ENERGIA AMBIENTE CN II,20/10/1989,3269288.00,
,BNL PG ENERGIA AMBIENTE CN II,20/10/1989,7628339.00,
,PORT OF FELIXSTOWE,20/10/1989,36723284.00,
,SIP MEZZOGIORNO VI,19/10/1989,19910403.00,
,DANISH MOTORWAYS,19/10/1989,99937485.00,
,KJOEBENHAVNS TELEFON,19/10/1989,74682794.00,
,GR BANQUES POPULAIRES PG (BEI PME B)A,19/10/1989,71412249.00,
,CCBP BAIL PG II (BEI/PME B),19/10/1989,28564899.00,
,CCCC V PG (PECHE),18/10/1989,42847349.00,
,WESTLB GL IV,16/10/1989,66396084.00,
,DSM-STANYL GELEEN,16/10/1989,47200577.00,
,PECHE INDUSTRIELLE DEGUMAR,16/10/1989,3500000.00,
,IRFIS PG X,13/10/1989,6636801.00,
,IRFIS PG X,13/10/1989,6636801.00,
,AMBIENTE CENTRO NORD/FIO,13/10/1989,6636801.00,
,COLLEGAMENTI MARITTIMI,13/10/1989,2090592.00,
,COLLEGAMENTI MARITTIMI,13/10/1989,895968.00,
,ASSAINISSEMENT ALGER,12/10/1989,23000000.00,
,CPH REG NAT GAS 2,11/10/1989,35060769.00,
,SHOTTON PAPER II,10/10/1989,29378627.00,
,CIS PG MEZZOGIORNO XI,10/10/1989,3982081.00,
,CIS PG MEZZOGIORNO XI,10/10/1989,9291521.00,
,AGIP GIACIMENTI CN III,10/10/1989,23228804.00,
,AGIP GIACIMENTI CN III,10/10/1989,9955202.00,
,AGIP STOCCAGGIO V,10/10/1989,9291521.00,
,AGIP STOCCAGGIO V,10/10/1989,3982081.00,
,PPC DISTRIBUTION,09/10/1989,10239115.00,
,PROTEZIONE AMBIENTE ABRUZZO/FIO,06/10/1989,6636801.00,
,DEVELOP.INDUST.BRETAGNE (PR.GROUPES),06/10/1989,885512.00,
,DEVELOP.INDUST.BRETAGNE (PR.GROUPES),06/10/1989,9140768.00,
,ENEL COLLEGAMENTO SARDEGNA,06/10/1989,17919363.00,
,ENEL COLLEGAMENTO SARDEGNA,06/10/1989,41811847.00,
,IKB GL V BEI/PMEB,05/10/1989,25981730.00,
,BQUE BRUXELLES LAMBERT GL (BEI/PMEB),05/10/1989,69209101.00,
,MC LOMBARDO PG CN IV - BEI/PMI B,05/10/1989,9955202.00,
,MC LOMBARDO PG CN IV - BEI/PMI B,05/10/1989,9955202.00,
,BPI GLOBAL LOAN VII,04/10/1989,7436390.00,
